# The BIAN Service Landscape as a functional taxonomy of what a bank does: service domains,
# the business domain each is stated inside and the business area that holds it, each carrying
# the role definition BIAN states its purpose in and the example of use it states beside it.
# Like every functional taxonomy here it is a distribution to compare against: nobody writes
# AccountReconciliation as a term of art in code.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# broader is the business domain; module is the business area. definition is the role
# definition and the example of use joined, which is what BIAN states about the domain's
# purpose. A domain BIAN states no role definition for is not carried.
#
# Source: BIAN's own published artefacts, one specification file per service domain, at
#   https://github.com/bian-official/artefacts/tree/a928c56e7989492f7214b2bd0ae7b204644efc03,
#   pinned by the SHA-256 ContentDigest states over the specification set:
#   a6eca3a102942b5cc699653f243c24cfe1923f6bb580cd99a9655e38ba49fa19.
# Licence: Apache-2.0, stated in the publisher's own LICENSE file at that revision.
# Generated by BianServiceDomainsExtraction: 319 service domains.
FinancialMarketResearch	Financial Market Research		Information Providers	service-domain	Channels	Consolidate financial market information from a variety of sources and optionally organize the consolidated information to align to different topics or categories for subsequent selection and analysis (see Financial Market Analysis) An investment portfolio manager obtains financial market research to support portfolio rebalancing decisions	
FinancialMessageAnalysis	Financial Message Analysis		Channel Management	service-domain	Business Development	Track and analyze financial message traffic to identify anomalies and potential fraudulent activity A pattern of financial message traffic for a major counterparty is analyzed to reveal possible fraudulent behaviors	
FinancialStatements	Financial Statements		Financial Control	service-domain	Finance And Risk Management	Consolidate and present the enterprise financial statements: this includes the balance sheet, statement of cash flows, statement of retained earnings and the income statement The finance unit assembles the key financial statements for the enterprise for audit review and acceptance, tax and regulatory reporting	
FixedAssetRegister	Fixed Asset Register		Buildings And Equipment	service-domain	Resource Management	Maintain a central register of fixed assets, tracking status and applying appropriate depreciation to value representation Newly acquired assets are registered as they are allocated to specific business units	
FraudDiagnosis	Fraud Diagnosis		Accounting Services	service-domain	Operations	Analyze suspect transaction with Customer behavior information across product portfolio, using Expert Systems /Artificial Intelligence and/or manual review, including customer contact to determine if transaction is fraudulent.  Further apply Economic Model to determine transaction disposition and notify applicable Product Fulfillment SDs. Out of pattern card use is detected and the details passed for analysis. The analysis determines there is a high probability of fraud recommending appropriate containment actions	
FraudEvaluation	Fraud Evaluation		Accounting Services	service-domain	Operations	This service domain handles the structured execution of fraud detection tests/routines that are used to identify possible fraud by detecting out of pattern behaviors. The tests may run in-line with production or may access transaction logs as appropriate. Detected anomalies are passed for further analysis and resolution. Example of use:. Card transactions are subjected to an array of fraud pattern test to detect 'out of pattern' behavior - anomalies are highlighted for analysis	
FraudModel	Fraud Model		Models And Analytics	service-domain	Business Development	Analyze history of transactions and fraud cases  to discern fraud patterns and develop Rule sets, Decision Trees, and Machine Learning/Predictive models to identify out of pattern transactions or events and their fraud risk score. Support the use of these models and rules in different production contexts and refine the models in response to new and changing patterns A customer fraudulent card use' algorithm is updated to take account of additional transaction utilization data that is available"	
FraudResolution	Fraud Resolution		Credit Risk	service-domain	Finance And Risk Management	Setup and update Fraud Case and handle investigation and resolution steps, which may involve initiating containment actions, obtaining documentation, performing forensic investigation and actions, determining liability, initiating resolution actions such as reversals and financial adjustments, subscribing and publishing to Consortia, determining root cause and initiating corrective/preventive actions. The Fraud Case may be opened by Product/Channel Facility,  Fraud Diagnosis or by Customer Case. A pattern of possible fraud is highlighted in transaction records that is researched and evidence of fraud discovered. Prosecution/resolution activity is initiated	
GapAnalysis	Gap Analysis		Market Risk	service-domain	Finance And Risk Management	Maintain and track projected consolidated cash flows to support evaluation and management of currency and interest rate risk positions, the bank's overall dispositive liquidity risk A risk management unit/group treasury assembles and maintains the currency and interest rate maturity ladders for the trading function	
GuidelineCompliance	Guideline Compliance		Compliance	service-domain	Finance And Risk Management	This service center administers the activity of a specialists tasked with testing and confirming guideline compliance. Compliance tests may include document reviews, more detailed transaction analysis and may involve interactions with the unit under test to obtain additional detail/explanation. Guideline compliance is typically focused on larger value investment and loan activities, confirming transactions are executed in alignment with management guidelines and prudential policies. A loan origination process is submitted for guideline compliance checks prior to completing the origination/loan closure process	
HedgeFundAdministration	Hedge Fund Administration		Corporate Finance	service-domain	Products	Administer hedge funds, allocate and rebalance the fund in response to market activity and funds sales and disbursements Changes in fund ownership and market conditions result in a number of trading requests to rebalance the fund	
HumanResourcesDirection	Human Resources Direction		Business Direction	service-domain	Business Management	Develop and enforce HR policies and the overall HR plan for the enterprise (in coordination with subsidiaries and divisions as necessary) The HR division defines and oversees the adoption of the HR policies and guidelines for the enterprise.	
ITStandardsAndGuidelines	IT Standards And Guidelines		Solution Development	service-domain	Business Development	Develop, maintain and enforce IT architectures, systems related policies and standards as appropriate. Select from industry standards, commercially available development and production environments, infrastructure platforms, systems development and deployment tooling and IT utilities/libraries. Define the IT acquisition, development, maintenance and usage guidelines and policies governing systems development and production use across the enterprise Example of use:. A review of available IT tooling is performed to identify recommended tooling for application development	
ITSystemsDirection	IT Systems Direction		Business Direction	service-domain	Business Management	Define, communicate and direct the execution of the IT strategy and plan in support of the broader enterprise business strategy, plan and policies The IT unit develops its plan and budget for systems development and operations for the business	
InformationProviderAdministration	Information Provider Administration		Channel Management	service-domain	Business Development	Administer the information feed configuration and service agreement with the commercial information providers including subscription and service payment authorization activities A bank subscribes to a real time market feed and administers the distribution to entitled employees	
InformationProviderOperation	Information Provider Operation		Information Providers	service-domain	Channels	Operate the interface for importing data feeds from commercial information providers and internal broadcast pages A trader has subscribed to and references market price feeds at their trading desk	
IntellectualPropertyPortfolio	Intellectual Property Portfolio		Intelectual Property And Knowledge	service-domain	Business Development	Administer the consolidated portfolio of intellectual property, ensuring entitlement and associated patent or copyright mechanisms are adopted and enforced. Leverage IP through licensing as appropriate Example of Use:. A product design innovation is registered as intellectual property	
InteractiveHelp	Interactive Help		Servicing	service-domain	Channels	Operate the automated facility that provides interactive help and guidance for servicing to employees and self-service customers. The facility automatically determines the context for the help request and selects stored guidance that is presented to the user. The initial selection can be dynamically refined by the user to focus in on specific requirements as necessary. User feedback as to the content and coverage of the guidance can be captured A new customer servicing representative obtains guidance for a product fulfillment issue raised during a customer contact	
InterbankRelationshipManagement	Interbank Relationship Management		External Agency	service-domain	Operations	This function handles managed interbank relationships. The are a range of relationship considerations that may apply between banks covering trading arrangements, joint ventures, clearing and settlement arrangements etc. The Interbank Relationship Management function acts as a relationship planning and coordination point to facilitate interbank interactions A partner bank is contacted to review a major project opportunity. . The interbank relationship management function is used to coordinate contacts for a joint venture marketing opportunity between the banks.	
InternalAudit	Internal Audit		Corporate Services	service-domain	Business Management	This service domain administers the scheduled and ad-hoc application of internal audit and compliance reviews. This includes interpreting the banks policies and procedures that guide all aspects the bank's operations and determining which guidelines apply in specific circumstances across the enterprise. Support for interpreting guidelines are provided to activities in the bank that are subject to audit and scheduled and ad-hoc checks performed to confirm compliance Example of use:. A periodic audit of a processing unit is undertaken and remedial corrections to procedures recommended to improve compliance	
InternalBankAccount	Internal Bank Account		Operational Services	service-domain	Operations	The Internal Bank Accounts Service Domain manages holding accounts, mirror accounts, etc. that are required for the booking of that part of a transaction in the bank world (so not in the accounting world) that is not to be booked on a customer account. This is typically the case when amounts cannot immediately be booked on a final account for duty seggregation or processing reasons or in order to mirror bookings on external accounts, like nostro accounts. The settlement of an on outgoing credit transfer via SWIFT is done by instructing a correspondent bank to debit the amount from the account this bank has with the correspondent bank. In this bank's books a nostro account (Internal Bank Account) will be used to mirror this booking on the account with the correspondent.. At the creditor bank, in the case of an outgoing direct debit instruction, the Corporate Current Account of the customer (the creditor) will be credited immediately and the amount will be booked debit on a holding account (Internal Bank Account), to be cleared when the settlement from the debtor's bank comes in.	
InternalNetworkOperation	Internal Network Operation		Platform Operations	service-domain	Resource Management	Operate the internal data/communications network, including the administration of access rights to productivity packages/applications and production system and production data access The internal network is operated during the day with users able to access applications, productivity and web based tools	
InvestmentAccount	Investment Account		Custody, Collateral And Documents	service-domain	Operations	The Investment Account is a facility used to maintain the non-cash holdings for a customer. It handles the deposit and withdrawal of securities and can maintain records for multiple securities/instruments. It also reflects the results of corporate actions as handled/orchestrated by the Corporate Events Service Domain (such as dividend payments, splits, etc.) An investment customer maintains an investment portfolio and the holdings are maintained in the Investment Account	
InvestmentPortfolioAnalysis	Investment Portfolio Analysis		Investment Services	service-domain	Customers	Perform scheduled and ad-hoc performance analysis on a customer's investment portfolio. This can include different types of analysis and performance comparisons A relationship manager requests an investment portfolio performance analysis prior to a regular client meeting	
InvestmentPortfolioManagement	Investment Portfolio Management		Investment Services	service-domain	Customers	Orchestrate the investment/ rebalancing of an investment portfolio to optimize gains remaining within the terms of the portfolio 'charter' or agreement An investment manager monitoring the markets determines that an identified opportunity can be exploited for the portfolio, remaining in line with the portfolio policies	
InvestmentPortfolioPlanning	Investment Portfolio Planning		Investment Services	service-domain	Customers	Agree the customer investment portfolio governing principles, risk appetite, management/trading guidelines and target portfolio profile. Identify any desired/target and 'out of bounds' securities/sectors. Ensure disclosures and related eligibility, suitability and other regulatory obligations are addressed and reflected in the agreement A relationship manager established the investment agreement for a customer that is setting up a managed investment portfolio	
InvestorRelations	Investor Relations		Corporate Relations	service-domain	Business Management	Maintain investor relations, publish annual reports, interim statement and host investor meetings as necessary and appropriate Investor presentation is organized to present the annual report	
IssuedDeviceAdministration	Issued Device Administration		Operational Services	service-domain	Operations	This service domain administers the inventory management and allocation/issuance for all issued devices and materials (e.g. cards). This covers credit/debit cards and can include other identification/authentication devices such as keychain fobs. it also handles virtual token inventory such as passwords, secret questions and biometric records (signatures, voice/image). An aspect of the administration includes maintaining device reference details and states such as operating system release and age/duration in use. Specific product/service access permissions can be associated with an issued device A card is cancelled and a replacement card is generated and issued for a customer reporting a stolen card	
IssuedDeviceTracking	Issued Device Tracking		Operational Services	service-domain	Operations	This service domain tracks and reports on the state (e.g. suspended, flagged for possible fraud, cancelled) for all issued devices. This covers credit/debit cards and can include other identification devices such as keychain fobs and virtual authentication devices such as electronic signatures, passwords and keys. It may use an external service provider to obtain notifications and is responsible for providing notifications to external services when the bank detects problems with its own issued devices A tracking service notifies the bank that one of its issued authentication devices has been detected in a fraudulent transaction. The bank suspends the device and initiates a fraud case to diagnose and resolve the situation	
KnowledgeExchange	Knowledge Exchange		Intelectual Property And Knowledge	service-domain	Business Development	This service domains implements a general facility that enables the enterprise to consolidate, classify and provide structured access to all types of information gleaned from the workforce during their day to day execution of business. This includes market intelligence, product and procedural insights and expertise, identified competitor and customer practices and insights and any other form of general knowledge of potential value to inform business activity and support continual improvement Example of use:. An employee identifies a way to streamline some aspect of customer servicing and publishes the approach to the knowledge base for consideration and comment from their peers	
LeadandOpportunityManagement	Lead and Opportunity Management		Sales	service-domain	Customers	This service domain captures, evaluates and progresses identified lead/opportunities that may arise during customer relationship development, sales, servicing and fulfillment interactions. It will clarify and confirm the customer's interest and check that the product is suitable and the customer eligible prior to initiating the formal offer process (see service domain Customer Offer) A lead is identified during a customer servicing interaction and the lead captured for subsequent follow-up	
Leasing	Leasing		Loans and Deposits	service-domain	Products	The Service Domain fulfills a general leasing arrangement for a single leased product or facility. The bank will take a collateral interest in the leased item to underwrite the associated loan/lease arrangement Example of use:. A customer requests a leasing arrangement to support the acquisition of equipment	
LeasingItemAdministration	Leasing Item Administration		Loans and Deposits	service-domain	Products	This service domain handles the oversight, administration and confirmation that any required maintenance tasks that are associated with a leased item that is the subject of a leasing agreement financed through the bank. This can include scheduled and ad-hoc item valuations, status/documentation and title checks and tracking upkeep actions that the item owner is obliged to undertake (such as obtaining certification and insurance) Example of use:. The bank reviews the maintenance schedule for a major piece of equipment leased by a customer with bank financing to confirm that preventative maintenance has been undertaken as required and that the equipment is being used as intended	
LegalCompliance	Legal Compliance		Corporate Services	service-domain	Business Management	This service domain oversees legal compliance related considerations for the bank. This includes interpreting the laws that govern the bank's operations and determining which laws apply in specific circumstances across the enterprise. Support and guidelines are provided to activities in the bank that are subject to specific laws and support given to address legal matters that might arise A new product design is checked against the prevailing financial laws for the target jurisdictions of delivery	
LegalEntityDirectory	Legal Entity Directory		Party Reference	service-domain	Customers	Maintain the legal entity structure including ownership, subsidiaries and partnership details Party legal entity details are checked for the financial booking of a major loan	
LetterofCredit	Letter of Credit		Trade Banking	service-domain	Products	Orchestrate the pricing and issuance of Letters of Credit (typically associated with trade finance activity) An LC is raised to support a large international trade deal	
LimitandExposureManagement	Limit and Exposure Management		Market Risk	service-domain	Finance And Risk Management	Oversee corporate limits and exposures for the combined business activity Product fulfillment activity triggers limit and exposure checks	
LiquidityRiskModels	Liquidity Risk Models		Models And Analytics	service-domain	Business Development	Develop and maintain models for dispositive and structural liquidity risk management, including liquidity gap analysis, Liquidity at Risk (LaR) and Liquidity Value at Risk (LVaR). Financial engineers develop and refine liquidity risk management models	
Loan	Loan		Loans and Deposits	service-domain	Products	The loan product represents a generic loan capability that may include different properties/features depending on a bank's preferences and policies. The loan may or may not be secured by collateral. Example of use:. An established and valued bank customer applies for and gets a loan for a home improvement project.	
LocationDataManagement	Location Data Management		Party Reference	service-domain	Customers	The maintenance of location details is used to check the validity, allowed use and occupancy of locations - both physical and virtual. This information can be augmented using external directory services when appropriate. The information is used for authentication and security purposes, and can also be used for interactive location based sales and marketing when combined with location tracking services/capabilities A new prospect provides an address as their place of residence. It is checked to be a valid/known location for residential use.	
ManagementManual	Management Manual		Intelectual Property And Knowledge	service-domain	Business Development	This service domains handles the development and distribution of the enterprise management manual. The manual covers all procedures in place at the bank that are to be adopted followed in specific situations. It provides guidance on required actions, responsibilities and accountability to ensure the integrity of the banks operations Example of use:. Operational procedures to be followed when handling sensitive customer information are amended to reflect updated regulatory requirements	
MarketAnalysis	Market Analysis		Marketing And Development	service-domain	Business Development	This service domain supports the broad range of market analysis needed to support business management decisions across the bank. It draws on external market research and internally generated business information as necessary. It is used to develop insights into market trends and potential opportunities/threats. It may also be used to evaluate key events that might impact the bank's business directly or that of important customers and customer segments. A standard set of analytical views can be defined that are maintained. Furthermore the service domain may provide ad-hoc/customized analysis services Example of use:. External market research is used to develop competitor analysis for bank products as input to a prospect campaign development	
MarketDataSwitchAdministration	Market Data Switch Administration		Channel Management	service-domain	Business Development	Administer the internal information distribution 'switch' with external and external market information feeds and associated employee access rights. Note this can include 'brokering' information access on a first come first serve basis for limited active user number feed services A new employee is provided with the standard access to information feed at their trading desk	
MarketDataSwitchOperation	Market Data Switch Operation		Information Providers	service-domain	Channels	This facility handles the real-time operation of the market information dissemination switch that is typically used to support trading and investment functions. It references the access entitlement to services for users maintained by the Market Data Switch Administration service domain (there can be complex rules governing access to various feeds). The dissemination mechanism/switch may support composite pages of data and interactive service requests. It may also support internally published information such as bank rates defined by the bank's treasury unit Example of use:. A bank trader request access to a market data feed at their dealing position during a trading session	
MarketInformationManagement	Market Information Management		Information Providers	service-domain	Channels	Consolidate market information from multiple sources and in any suitable media/format in order to build a bank financial market knowledge-base. The service domain activities include maintaining, refining, qualifying/verifying and presenting information in order to improve the quality of the available market intelligence within the bank The bank consolidates multiple sources of private company merger and acquisition activity in order to maintain a view of private company players in a target sector	
MarketMaking	Market Making		Market Trading	service-domain	Products	Orchestrate the market making of a security (matching buy to sell orders typically through coordination with a stock exchange) A financial institution acts as the market maker for a number of market assets/securities. Buy and sell trades are automatically captured and the pricing adjusted to maintain a limited net position by influencing buy/sell decisions	
MarketOrder	Market Order		Market Trading	service-domain	Products	Market Order records an instruction from a customer or his or her representative (which could be an account manager in the bank) to buy or sell securities. It follows the order during its lifetime and reports back to the requestor on the execution.. In case of a sell order it puts a block on the investment account when the order is placed. This block will be removed when the order is executed or when it expires.. A market order may be broken into multiple market trades or combined with other market orders for a block trade at the bank's discretion A customer decides to sell shares from his or her investment account. The customer issues a sell order and a market order is created with the status pending. A block is put on the seller's investment account for the amount of shares in the order. Market Order places the order and waits for a confirmation of execution.. Once the bank is informed on successful execution, the status of the market order is changed to executed and the Service Connection Execute Securities Transaction" on Market Order Execution is invoked. Market Order Execution will in turn call Securities Position Keeping to realise the sale in numbers of shares on the involved accounts."	
MarketOrderExecution	Market Order Execution		Market Trading	service-domain	Products	The Market Order Execution Service Domain is responsible for the booking of securities transactions (e.g. resulting from market orders or some types of corporate actions) on investment accounts, so in terms of security name plus quantity. Market Order Execution knows the different transaction types and the related booking sets. It will call Securities Position Keeping to create the debit and the credit bookings of a transaction. It will ensure that the bookings of a securities transaction are executed completely or not at all (the latter in the case of an exception).. The execution of a market order may be in parts (trades) or it may be combined with other market orders for a block trade. The Service Connection Execute Market Order" on this Service Domain handles the execution of (an undivided part of) one Market Order.. A securities transaction will have a related money transaction. This will be handled by Payment Order - Payment Execution." A customer decides to sell shares from his or her investment account. The customer issues a sell order and a Market Order is created with the status pending. Market Order will instruct Securities Position Keeping to put a block on the seller's investment account for the amount of shares in the order. Up to this point Market Order Execution is not involved.. Once the bank is informed on successful execution, the status is changed to executed and the Service Connection Execute Securities Transaction" on Market Order Execution is invoked. Market Order Execution will in turn call Securities Position Keeping to realise the sale in numbers of shares on the involved accounts and remove the block from the seller's investment account.. NB In the case of a buy order a block will be put on the buyer's investment-related cash account. Removal of this block will be handled by the related money transaction."	
MarketResearch	Market Research		Marketing And Development	service-domain	Business Development	This service domain supports general market research for a wide range of uses and sources - including customer and competitor activity and related market assessments. It can combine subscribing to and consolidating market research with supporting on-line/interactive access to market news sources (general, not financial market). A more sophisticated implementation will support specific market information requests and the consolidation of gathered intelligence A market research department handles the access and consolidation and classification of market research	
MarketRiskModels	Market Risk Models		Models And Analytics	service-domain	Business Development	Develop and maintain a portfolio of market risk models including currency, interest rate, instrument quotes, indices, commodity prices and other market and macro-economic risk factors. Support the use of these models in trading and pricing activity Financial engineers assess the coverage and currency of the portfolio of market risk models and update certain models accordingly	
MerchandisingLoan	Merchandising Loan		Loans and Deposits	service-domain	Products	The service domain handles loan fulfillment intended for the purchase of a larger merchandise item such as a car or boat. The item is usually administered as collateral for the loan and the origination and subsequent processing of the loan can include coordination with the merchant for some elements of fulfillment. Example of use:. A boat retailer coordinates with a bank to offer merchandising loans to bank customers wanting to buy a boat	
MerchantAcquiringFacility	Merchant Acquiring Facility		Cards	service-domain	Products	This service domain is the primary service domain for handling the Merchant Account and the specific terms and conditions for the merchant. It includes opening the Merchant account, performing the required setup for card acceptance, such as assigning POS terminals, maintaining the accounts payable balances for the merchant, performing periodic settlement, and handling fees and charges. When Merchants submit card payment transactions, the Acquiring Bank is responsible for paying the Merchants in accordance with the terms of the Merchant agreement, which specify when the merchant should be paid and the amount that is withheld from the payment as merchant discount or service fees. The Acquiring Bank signs up Merchants for accepting Card Payments and opens Merchant Accounts for them.	
MergersandAcquisitionsAdvisory	Mergers and Acquisitions Advisory		Advisory Services	service-domain	Products	A fee or commission based project providing execution, pricing and deal coordination and placement for M&A, IPO, LBO type transactions A corporate customer engages an investment bank to lead an M&A transaction on its behalf	
MortgageLoan	Mortgage Loan		Loans and Deposits	service-domain	Products	The service domain handles the fulfillment of a loan product intended for the purchase of a property. Title to the property is usually administered as collateral for the mortgage loan. Note several different financial arrangements can be supported (interest only, variable rate, repayment). Furthermore the administration of the collateral is delegated to the Collateral Administration Service Domain and overseen by this Service Domain Example of use:. An established bank customer applies for a mortgage to purchase a home - the offer process is completed and the mortgage facility is established and funds disbursed to complete the purchase	
MutualFundAdministration	Mutual Fund Administration		Corporate Finance	service-domain	Products	Administer mutual funds, allocate and rebalance the fund in response to market activity and funds sales and disbursements Changes in fund ownership and market conditions result in a number of trading requests to rebalance the fund	
NotionalPooling	Notional Pooling		Corporate Banking	service-domain	Products	Notional pooling clubs account balances of the accounts participating in the pooling together to calculate daily interest on this combined balance rather than on each individual balance. This is often beneficial to the customer and all larger corporates will require this. There is an equivalent called physical pooling which is a form of balance sweeping. Purely for interest calculation this is however not used. Notional Pooling is a cash management service. A (corporate) customer has a large number of accounts with the bank. In general, some of the accounts have a credit balance, others may have a debit balance (without being a loan account). In order to avoid the customer paying interest at a high rate on debit balances and receiving interest at a low rate on credit balances, the customer reaches an agreement with the bank to use one debit interest rate and one credit interest rate for the combined balance of all accounts.. Banks tend to conclude notional pooling agreements only with important customers as it requires additional administrative effort. For reporting purposes banks have to calculate and keep debit interest and credit interest separately. This becomes more important in the case of cross-border pooling or when separate loan agreements exist between customers in a pooling agreement.. The use of Virtual Accounts can be an alternative way to reach a similar result as with notional pooling.	
OpenItemManagement	Open Item Management		Operational Services	service-domain	Operations	This service domain handles open item processing against accounts typically for loans. It enables a unit to handle resolution across multiple accounts as a specialized/centralized administrative activity Example of use:. Open items are cleared against an active loan facility	
OrderAllocation	Order Allocation		Clearing And Settlement	service-domain	Operations	Apply appropriate rules to allocated a completed order across counterparties A large market order is partly fulfilled and the pricing and allocation of the constituent transactions is allocated across the counterparties	
OrganizationDirection	Organization Direction		Business Direction	service-domain	Business Management	Develop, maintain and implement the enterprise organization chart. Assign roles and responsibilities and track coverage Business planners determine the resourcing needs and organization structure for the enterprise and make adjustments as necessary	
PartyAuthentication	Party Authentication		Cross Channel	service-domain	Channels	Customer/party authentication is a cross-channel/device capability that provides identity confirmation for customers accessing the bank through any interactive channel. The service may use a combination of one or more mechanisms to authenticate including issued tokens/devices, virtual mechanisms such as passwords and biometrics such as voice/face recognition. Different levels of authentication may be determined to support different types of access and there may be access permissions associated with the authentication mechanism used A customer is authenticated when making phone contact with the bank's service center	
PartyLifecycleManagement	Party Lifecycle Management		Sales	service-domain	Customers	This service domain tracks the state of a party relationship with the bank from the initial checks made when establishing a new business relationship with a customer or partner and then that are performed as necessary over the duration of the relationship. The checks and the maintenance requirements will vary by party type (e.g. individual, company, partner) and jurisdiction. The checks cover bank specific and legal and regulatory considerations and may be updated based on a standard schedule or by request in specific circumstances. A prospective customer has been identified and the bank undertakes a collection of checks to confirm this is a new relationship and to verify the relationship in compliance with bank, legal and regulatory requirements. Note that for different customer types (non consumer in particular) many different checks will be required.	
PartyReferenceDataDirectory	Party Reference Data Directory		Party Reference	service-domain	Customers	The party reference data directory service domain maintains a potentially wide range of party reference data that might be used in any interaction between the bank and the party including relationship development, sales/marketing, servicing and product delivery. This can include general reference and contact details, party associations, demographic details and some servicing preferences. Different information may be maintained for different party types such as individuals, corporates, partners Example of use:. Party reference details are accessed to pre-populate an application form for a new product opportunity with a customer	
PaymentExecution	Payment Execution		Clearing And Settlement	service-domain	Operations	Payment Execution handles the back-end processing of a movement funds from a debtor account to a creditor account. Payments need to have been authorized and validated against customer/bank agreements before being instructed to Payment Execution. Payment Execution then determines whether debtor and creditor accounts are held within the bank and if not selects the appropriate payment mechanism/channel to use to complete the transfer. It is responsible for ensuring that both (or neither) sides of the exchange are completed successfully Example of use:. Funds are transferred from a customer's account with the bank to a payee account held at another bank	
PaymentInitiation	Payment Initiation		Consumer Banking	service-domain	Products	This service domain supports payment services for consumer and business customers. Payments are made to other accounts within the bank, other banks and possibly internationally using whatever payments mechanism is suited to the transaction (See Payments Order/Execution). The service domain can support single transactions, or manage repeating/scheduled payments if requested An established customer transfers an amount from their current account to an overseas account for a family member. As this is a recurring transaction, the details are maintained and updated as necessary	
PaymentOrder	Payment Order		Clearing And Settlement	service-domain	Operations	Payment Order handles the internal bank and compliance checks and processing of funds transfers prior to initiating the actual mechanics of transfer which is handled by the service domain Payment Execution. This includes watch-list and other regulatory checks and applying any counterparty specific limits and payment preferences. It may also oversee payment netting arrangements between the bank and other counterparties A customer transaction results in the generation of a payment order to transfer funds to an account in another bank	
PlatformOperations	Platform Operations		Platform Operations	service-domain	Resource Management	Operate the full suite of production platforms/infrastructure. Includes scheduled operations and back-up/recovery capacity assurance A production day includes the ongoing operation of systems platforms, many of which will be 24/7 capabilities	
PointofService	Point of Service		Servicing	service-domain	Channels	The servicing position supports all point of sale, branch and channel based customer interactions including e-tellers and contact/service center positions. The facility provides access to product and service systems, supports activity tracking and access to other support and administrative systems as necessary. It can include CTI as appropriate. The service domain integrates with the Customer Dialogue service domain for customer session/narrative support when appropriate. The servicing position can be fully automated for some servicing activities Teller personnel are assigned to teller servicing positions at a branch where they are provided with a cash float and access to consumer product support systems.	
PositionKeeping	Position Keeping		Accounting Services	service-domain	Operations	Maintain a log of financial transactions for management information, tracking and reconciliation purposes.  It can offer utilities that enable it to maintain balances/positions, to calculate interest and to support transaction reconciliation activities The financial transactions are subsequently posted to the accounting systems Example of use:. Any product fulfillment domain, current account, savings account, credit card, etc, delegates transaction posting/track to the Position Keeping service domain.	
PositionManagement	Position Management		Market Risk	service-domain	Finance And Risk Management	Maintain on-line and near-time cross account complex positions. Includes consolidated currency, instrument, sector and counterparty views as appropriate Example of use:. A major corporate or institutional customer's consolidated position is refenced when the corporate customer sufferes a major incident	
PrivatePlacement	Private Placement		Corporate Finance	service-domain	Products	Project coordination and execution/ placement of a private offering of corporate equity or debt (avoids regulatory constraints of Public Placement) Corporate finance services provide support to a corporation that has determined to raise funds through a private placement.	
Procurement	Procurement		Buildings And Equipment	service-domain	Resource Management	Coordinate the selection pricing and execution of purchase agreements and ensure compliance with purchasing policies A major purchase order goes through the formal selection process with competitive bids being considered before the purchase order is assigned	
ProductBrokerAgreement	Product Broker Agreement		External Agency	service-domain	Operations	This service domain administers the contractual, operational and financial aspects of the relationship with a 3rd party product or service provider. Note that other service domains handle different aspects of broker relations such as relationship management, commissions, billing and payments and operational support A monthly assessment is made of the performance of a broker against service levels and projected business volumes	
ProductCombination	Product Combination		Operational Services	service-domain	Operations	The Product Combination service domain allows a bank to assemble a composite product from two or more existing products. The combination framework implements necessary functional constraints on the 'contained products' and handles considerations such as transfer pricing where the profitability of embedded products may be compromised to ensure management analysis is not distorted Example of use:. A current account product instance is bundled with an investment portfolio product instance to create a combined margin trading" product. The performance evaluation of the embedded current account that has constrained capabilities is amended to reflect its contribution to the combined product performance"	
ProductDeployment	Product Deployment		Product Management	service-domain	Business Development	Plan and administer the deployment activities for new and enhanced products and services, includes employee training, product inventory and solution deployment and coordination with systems production release, IT platform operations, production fulfillment staffing, customer servicing, marketing and sales activities An enhancement to an established product is rolled out across the enterprise	
ProductDesign	Product Design		Product Management	service-domain	Business Development	Design and refine bank product and service specifications. This addresses multiple aspects including the core product specification definition, legal, tax and regulatory compliance, pricing, risk and performance assessments, testing and supporting systems and production requirements definition Product management identifies an opportunity to amend key features of a product to target a market segment	
ProductDirectory	Product Directory		Product Management	service-domain	Business Development	The product directory service domain provides a central service to reference product specifications and related details. The broad range of specification information available includes: product feature descriptions; pricing and eligibility requirements used in sales and on-boarding; servicing support and guidelines; and operational and production requirements A customer accesses the product directory to obtain product feature descriptions, eligibility and pricing guidelines	
ProductExpertSalesSupport	Product Expert Sales Support		Sales	service-domain	Customers	Track availability and utilization and assign product specialists to support sales activity (for both internal customer up-sell and external prospect acquisition activity). This can include the administration of customer fees/charges if applicable A relationship manager requests specialist support for a customer seeking investment product selection advice	
ProductInventoryDistribution	Product Inventory Distribution		Distribution	service-domain	Channels	The service domains administer the provisioning and distribution of product inventory across the branch network and/or organizing distribution direct to customers (e.g. using mail services) where appropriate. The administration function keeps track of inventory holdings and administers a provisioning schedule to acquire replacement inventory as needed to meet requirements Example of use:. The distribution of 'take-one' product marketing materials distributed through the branch network is administered in support of a product sales campaign. Brochures are ordered and distributed to ensure branches are supplied with sufficient inventory to meet customer demand	
ProductInventoryItemManagement	Product Inventory Item Management		Channel Management	service-domain	Business Development	Maintain the available central product materials inventory in coordination with distribution activities and new product/materials ordering, receipt and warehousing Newly developed product inventory is distributed as part of a product deployment project	
